#OTU ID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
OTU_1328	2	2	0	1	2	0	4	11	3	11	2	4	9	2	3	5	2	2
OTU_1329	2	1	0	2	0	1	2	6	3	2	3	1	4	4	5	2	4	2
OTU_133	52	40	30	61	30	45	28	23	42	35	31	48	37	32	42	26	30	34
OTU_1330	1	4	2	1	1	1	4	4	3	3	3	4	2	8	3	1	2	6
OTU_1331	4	4	2	1	2	6	5	4	0	3	3	10	1	2	3	1	3	3
OTU_1332	6	3	4	9	0	3	4	2	1	2	1	3	2	5	2	2	4	6
OTU_1333	3	1	0	0	0	1	4	3	3	5	5	4	5	5	1	2	3	4
OTU_1334	2	3	4	8	2	4	3	2	0	1	1	3	1	2	3	1	2	2
OTU_1335	2	2	0	1	5	2	5	4	3	9	3	4	3	1	4	3	5	3
OTU_1336	3	0	1	0	0	1	5	3	4	1	0	6	2	2	1	4	1	2
OTU_1337	1	1	2	3	0	6	4	4	1	2	1	2	3	2	8	3	0	1
OTU_1338	5	6	0	0	1	2	1	2	3	1	1	1	2	2	1	2	2	4
OTU_1339	10	8	8	21	8	8	8	12	15	13	19	13	11	8	4	7	12	19
OTU_134	41	49	54	58	47	54	32	26	42	37	42	40	31	32	27	65	60	39
OTU_1340	2	0	2	3	1	1	3	2	5	2	1	2	3	2	2	1	2	3
OTU_1341	5	5	2	2	1	3	4	4	3	5	2	6	1	2	3	2	6	2
OTU_1342	2	3	2	1	0	2	5	4	5	5	3	10	2	6	4	5	4	4
OTU_1343	0	1	0	2	1	1	2	1	3	2	3	5	2	0	1	2	1	4
OTU_1344	2	3	4	2	2	2	1	2	4	1	3	1	3	4	2	1	3	2
OTU_1346	0	1	2	5	4	2	9	4	4	4	0	1	1	4	3	2	3	0
OTU_1347	2	2	3	0	2	3	12	4	4	3	9	7	8	2	2	4	2	4
OTU_1348	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	41	1	5
OTU_1349	5	3	1	1	0	2	4	2	3	3	4	5	3	1	2	3	2	2
OTU_135	19	59	18	36	4	56	35	59	29	46	38	36	62	27	35	21	28	48
OTU_1350	4	8	7	1	5	2	3	3	0	2	3	1	1	1	1	0	1	0
OTU_1351	1	3	7	3	0	4	1	4	2	0	1	3	8	2	4	1	1	2
OTU_1352	3	3	3	3	0	3	3	5	2	3	3	2	3	3	2	2	1	1
OTU_1353	4	3	2	5	2	2	5	2	3	2	5	5	6	4	2	4	2	3
OTU_1354	5	5	0	0	0	0	2	18	3	0	1	0	5	0	1	0	0	1
OTU_1355	1	4	5	4	1	2	1	2	2	0	3	0	7	1	4	2	3	3
OTU_1356	1	1	0	2	1	0	4	1	4	2	1	4	2	1	4	2	3	2
OTU_1357	2	0	0	1	0	3	3	3	0	0	0	2	1	0	0	34	0	2
OTU_1358	1	3	2	2	2	5	5	4	2	5	4	2	2	0	2	4	7	2
OTU_1359	4	3	6	6	0	3	4	2	1	1	0	1	2	1	0	2	1	0
OTU_1360	8	3	1	1	2	1	5	2	2	4	2	3	5	2	3	2	0	1
OTU_1361	3	6	1	2	1	2	4	4	0	1	4	1	5	3	3	3	3	3
OTU_1362	5	2	0	2	4	2	4	6	9	7	7	15	2	5	2	5	2	8
OTU_1363	10	1	2	0	0	2	1	1	0	0	2	0	2	1	1	15	0	0
OTU_1364	0	4	1	2	0	2	3	3	4	1	1	6	2	0	3	2	3	9
OTU_1365	0	4	3	2	1	2	3	1	0	2	2	0	2	4	3	3	0	2
OTU_1366	0	1	1	3	1	2	5	3	3	2	4	1	2	2	2	2	0	1
OTU_1367	4	3	0	1	0	2	3	4	3	0	0	4	4	5	2	2	0	5
OTU_1368	0	2	5	1	1	2	3	9	3	2	4	3	2	1	2	3	3	2
OTU_1369	1	3	1	6	5	3	0	0	0	3	0	1	2	4	2	1	2	1
OTU_137	45	47	62	53	43	39	32	27	32	18	32	25	30	28	37	40	40	30
OTU_1370	0	2	8	0	1	0	8	6	4	1	1	6	2	2	5	1	0	1
OTU_1371	0	0	1	1	2	2	1	1	2	3	4	1	3	4	3	2	0	2
OTU_1372	1	0	1	2	1	4	1	2	0	3	1	0	2	2	1	4	4	6
OTU_1373	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1375	0	0	3	2	2	0	1	4	0	0	4	1	0	8	4	2	3	3
OTU_1376	0	2	0	1	0	1	6	2	1	4	2	4	2	2	0	0	2	14
OTU_1377	3	2	4	2	2	4	4	4	2	0	3	3	2	2	2	2	2	5
OTU_1378	2	1	3	0	2	2	0	3	0	1	3	3	5	5	2	3	1	1
OTU_1379	1	1	1	2	0	1	4	6	9	0	3	2	4	0	3	1	0	1
OTU_1380	5	2	1	2	2	0	3	3	4	3	3	8	3	1	2	2	2	2
OTU_1381	2	2	3	1	0	2	1	3	2	1	5	1	2	2	2	1	0	1
OTU_1382	5	1	2	2	1	5	6	3	3	2	0	3	2	2	2	1	1	3
OTU_1383	3	2	0	1	4	1	1	3	3	2	3	2	4	2	6	6	2	6
OTU_1384	2	3	2	2	2	2	2	4	0	9	3	3	3	2	1	0	1	6
OTU_1385	1	1	1	6	1	4	2	2	3	2	3	4	2	3	2	1	3	1
OTU_1386	5	3	3	2	1	3	1	3	2	0	1	3	4	4	1	2	0	1
OTU_1388	4	5	8	2	0	0	3	1	6	3	2	5	3	1	5	2	2	5
OTU_1389	4	3	0	2	4	2	6	1	5	2	0	6	8	1	1	2	5	2
OTU_139	0	0	0	0	10	0	15	201	3	0	323	2	0	0	0	57	3	10
OTU_1390	2	4	12	8	1	0	0	6	6	3	3	5	1	0	2	2	0	2
OTU_1393	2	2	4	5	1	0	2	3	3	0	0	1	2	5	2	1	2	2
OTU_1394	4	3	1	3	4	2	0	6	1	0	2	0	1	2	2	4	0	2
OTU_1395	4	2	0	2	1	2	5	2	4	2	3	3	1	1	2	2	6	1
OTU_1396	5	1	0	2	1	2	5	2	1	1	2	4	2	1	2	2	1	1
OTU_1398	1	3	0	2	1	6	5	3	3	1	3	3	1	1	3	0	2	2
OTU_1399	0	2	1	1	2	1	3	0	1	0	3	1	2	6	4	2	3	8
OTU_14	285	279	300	304	357	313	239	170	272	286	316	235	288	431	368	393	260	272
OTU_1400	0	3	2	1	3	2	1	8	1	3	3	1	3	0	1	6	5	2
OTU_1401	6	6	2	1	2	3	2	7	7	10	3	7	6	2	2	6	6	2
OTU_1402	1	2	1	2	1	0	1	1	3	5	3	4	4	5	2	5	2	2
OTU_1403	0	2	2	0	2	2	2	2	2	0	3	3	2	5	2	3	2	6
OTU_1404	0	1	0	0	1	5	1	7	3	11	2	3	2	2	7	0	2	3
OTU_1405	1	2	0	1	0	2	0	7	2	6	1	20	0	0	2	1	2	0
OTU_1406	0	0	8	0	2	0	2	0	0	6	5	0	0	0	1	10	0	0
OTU_1407	2	1	0	1	1	2	4	2	2	3	3	4	2	4	3	2	2	2
OTU_1408	1	0	0	1	6	2	4	0	0	0	3	7	5	4	2	4	1	4
OTU_1409	5	10	0	2	2	2	6	4	2	0	1	4	5	2	2	0	0	1
OTU_141	77	48	58	62	58	66	4	17	14	30	15	9	26	33	18	16	19	22
OTU_1410	3	3	0	1	2	1	0	4	3	0	2	4	3	3	2	1	2	4
OTU_1411	4	3	0	3	1	2	4	4	1	2	3	7	2	1	2	1	0	2
OTU_1412	1	2	0	0	2	1	1	1	4	3	4	2	0	0	5	1	0	6
OTU_1414	7	3	3	1	5	6	9	7	2	2	8	8	2	2	2	6	7	8
OTU_1415	7	4	0	1	2	5	2	3	3	3	1	5	0	4	1	5	0	1
OTU_1416	4	3	2	4	4	2	6	1	4	4	4	5	3	2	2	2	4	7
OTU_1417	2	0	0	1	0	2	4	0	3	2	14	3	2	0	0	1	4	2
OTU_1418	1	1	0	22	0	1	1	7	1	0	1	1	2	2	1	0	2	1
OTU_1419	1	2	2	4	0	2	5	1	3	1	2	3	1	3	3	2	2	2
OTU_1420	1	0	0	1	0	1	4	3	2	0	9	4	0	0	5	0	2	0
OTU_1422	2	3	2	1	2	0	1	4	2	1	0	4	2	3	5	4	2	1
OTU_1423	5	3	0	0	1	4	1	1	0	1	4	4	2	4	5	5	6	2
OTU_1424	3	4	1	2	0	2	1	0	4	4	3	1	3	2	2	1	2	2
OTU_1425	2	0	2	2	2	2	2	1	3	1	3	3	0	1	2	3	2	2
OTU_1427	5	2	2	4	0	2	5	2	0	5	3	1	3	3	1	2	0	5
OTU_1428	6	3	0	1	1	0	3	5	5	5	0	0	2	1	1	1	0	1
OTU_1429	3	1	4	2	0	1	4	5	6	2	3	3	2	1	1	0	0	2
OTU_143	31	18	25	29	45	32	23	18	34	42	22	18	49	43	16	28	36	31
OTU_1430	4	6	3	2	5	2	1	1	3	0	3	3	2	2	3	2	5	2
OTU_1432	3	2	0	1	2	4	2	2	2	2	1	3	0	2	1	4	4	3
OTU_1433	1	2	1	0	0	3	1	2	0	1	3	0	1	1	8	2	1	2
OTU_1434	5	1	0	2	0	2	0	7	1	2	6	0	3	2	4	1	0	0
OTU_1435	2	3	4	2	1	2	3	3	3	2	6	2	3	1	1	2	0	0
OTU_1436	4	9	0	2	2	0	5	0	0	2	2	4	2	2	2	3	2	2
OTU_1438	0	3	0	0	0	1	3	4	3	2	2	3	2	4	0	1	3	2
OTU_1439	2	3	2	0	0	2	19	3	6	1	6	14	3	0	4	2	1	2
OTU_144	41	13	15	37	37	26	49	41	35	46	24	25	40	28	26	24	26	20
OTU_1440	0	3	2	3	1	6	6	4	4	5	3	10	2	5	4	3	3	6
OTU_1441	3	1	1	1	2	0	4	1	2	1	1	2	1	1	1	23	2	1
OTU_1442	5	4	4	6	10	2	2	2	3	10	3	2	3	3	9	5	0	4
OTU_1443	3	3	2	4	3	7	4	4	2	2	8	8	4	2	3	2	2	6
OTU_1444	8	8	5	3	2	11	9	4	13	4	9	13	10	9	21	6	10	10
OTU_1445	1	3	1	3	2	6	17	7	3	4	7	9	7	7	6	9	3	6
OTU_1446	1	0	1	2	0	2	7	1	8	5	2	4	2	1	2	5	3	2
OTU_1447	2	0	0	1	0	1	12	7	4	2	8	4	1	6	2	3	2	2
OTU_1448	5	1	0	1	0	3	2	4	0	6	3	3	5	3	2	6	0	2
OTU_1449	8	1	0	0	0	0	15	0	1	0	1	8	0	0	1	0	1	2
OTU_145	8	32	21	53	67	22	14	23	10	30	25	13	26	21	31	32	60	56
OTU_1450	3	2	0	0	1	2	2	1	3	2	2	3	2	1	5	2	2	2
OTU_1451	1	0	1	1	1	1	5	4	2	3	1	3	1	1	2	4	1	3
OTU_1452	1	1	4	0	0	1	7	4	0	2	2	6	1	2	2	1	1	2
OTU_1453	4	0	2	1	2	0	1	4	3	2	1	4	3	2	4	2	2	2
OTU_1454	5	2	1	2	2	3	0	1	2	0	2	2	4	2	2	2	2	2
OTU_1455	5	4	0	1	0	2	6	9	6	1	3	2	0	0	1	0	2	0
OTU_1456	3	2	1	1	0	2	4	3	2	2	2	2	2	0	2	1	1	2
OTU_1457	2	1	2	2	1	1	1	3	0	1	2	4	2	5	5	2	2	2
OTU_1458	1	1	2	0	2	0	5	4	2	2	2	4	3	2	3	3	2	2
OTU_1459	3	4	4	2	2	1	1	5	2	1	3	4	7	0	3	2	1	6
OTU_146	28	8	22	22	15	28	22	13	38	27	26	21	26	48	48	63	43	36
OTU_1460	2	2	0	2	0	2	0	0	1	1	2	1	2	2	2	2	2	2
OTU_1461	2	1	4	1	12	6	1	4	4	9	1	4	3	8	2	0	2	3
OTU_1462	1	0	0	0	1	0	3	3	5	2	4	4	3	0	2	4	1	4
OTU_1463	1	1	0	1	1	2	12	2	3	2	3	4	4	2	4	1	2	1
OTU_1464	1	4	1	1	0	0	2	3	3	4	3	3	5	2	4	5	0	2
OTU_1465	1	2	1	1	1	0	2	3	3	0	2	4	1	1	5	4	1	2
OTU_1466	26	6	19	15	14	19	16	48	10	15	22	21	9	10	6	16	19	26
OTU_1467	9	5	1	7	4	0	1	2	4	2	2	2	5	2	3	1	2	4
OTU_1468	3	2	2	1	2	3	2	4	3	2	1	2	2	1	0	2	2	2
OTU_1469	14	0	4	2	19	3	1	9	2	8	2	2	1	2	6	3	7	5
OTU_147	41	58	39	18	18	51	41	17	20	25	34	20	13	33	18	26	50	24
OTU_1470	5	6	0	2	1	2	2	4	1	4	2	3	2	2	2	6	2	2
OTU_1471	0	1	0	0	2	1	13	1	0	2	1	0	1	0	16	0	0	1
OTU_1473	1	2	0	2	0	1	1	2	1	3	4	3	2	2	2	1	2	2
OTU_1474	0	15	0	0	0	2	0	4	0	0	0	2	1	0	1	0	1	3
OTU_1475	0	1	4	0	0	0	2	4	1	2	4	5	0	3	2	0	5	2
OTU_1476	6	0	8	14	3	6	8	4	7	9	6	10	8	4	7	8	9	12
OTU_1477	0	2	4	0	0	1	6	7	5	5	0	2	2	1	3	0	1	0
OTU_1478	1	1	2	4	2	2	2	1	3	1	2	1	2	2	1	1	2	6
OTU_148	51	52	28	15	14	26	41	26	24	20	43	39	22	17	51	28	13	37
OTU_1480	3	3	2	1	0	1	4	12	7	2	3	4	5	8	9	6	2	2
OTU_1481	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1482	3	1	7	0	1	2	4	3	3	4	2	10	2	2	3	2	4	2
OTU_1483	1	0	9	0	3	9	1	1	0	2	2	0	1	5	0	4	5	2
OTU_1484	1	2	2	0	0	1	5	14	4	4	2	10	7	5	4	2	2	2
OTU_1485	2	1	2	2	1	3	4	1	4	2	3	3	2	2	2	3	1	2
OTU_1486	4	3	1	0	1	2	7	0	8	6	5	2	5	5	2	2	4	2
OTU_1487	4	3	3	2	2	3	6	4	4	3	5	4	2	2	2	2	2	1
OTU_1488	3	0	1	2	0	1	3	2	3	2	2	3	3	1	4	0	0	1
OTU_149	6	133	0	22	35	10	42	39	19	6	4	23	54	7	85	14	13	13
OTU_1491	1	3	0	1	0	3	6	4	3	2	2	4	2	1	2	0	2	1
OTU_1493	4	1	0	18	0	1	4	1	0	1	0	0	2	5	2	0	1	1
OTU_1494	3	4	2	0	2	4	4	1	0	5	0	0	1	1	7	1	1	1
OTU_1495	5	3	1	0	0	0	0	1	1	0	0	1	1	17	1	0	0	2
OTU_1497	2	1	1	1	1	2	8	4	4	2	5	10	5	1	4	2	0	1
OTU_1498	3	1	2	1	1	2	4	0	3	3	4	5	2	2	2	0	1	3
OTU_1499	1	4	1	2	1	1	1	2	3	0	0	3	2	5	2	1	2	2
OTU_15	293	352	340	266	283	307	333	270	239	230	348	330	229	207	250	293	280	296
OTU_150	45	41	32	37	33	45	30	30	26	37	36	37	33	35	56	46	36	40
OTU_1501	2	2	4	0	0	0	9	3	4	2	2	9	2	1	0	2	2	1
OTU_1502	3	1	1	2	0	2	3	1	3	5	0	2	1	0	3	0	0	2
OTU_1503	5	1	3	0	2	4	4	6	3	6	2	3	4	4	7	1	6	2
OTU_1504	1	1	1	1	1	1	4	2	7	5	1	0	1	4	3	2	2	0
OTU_1505	3	18	1	3	1	0	1	4	0	1	0	1	0	0	0	1	2	3
OTU_1506	5	1	1	1	1	2	13	4	9	4	3	4	2	2	4	2	2	2
OTU_1507	3	1	5	2	1	5	2	2	3	2	0	5	0	2	7	2	4	1
OTU_1508	24	6	1	4	6	3	17	4	10	12	3	10	4	1	6	1	3	2
OTU_1509	1	3	1	2	1	1	2	1	3	1	1	0	0	7	7	2	0	1
OTU_151	81	52	10	34	16	21	44	30	38	36	23	25	33	21	36	23	8	20
OTU_1510	2	3	0	1	0	8	3	1	3	2	1	3	0	1	1	0	1	1
OTU_1511	1	1	0	2	0	2	4	4	2	4	3	2	4	2	2	3	6	3
OTU_1512	2	3	4	3	2	6	8	4	4	4	5	4	5	0	4	10	1	3
OTU_1513	4	2	1	2	2	0	2	4	2	1	3	4	2	2	2	0	0	1
OTU_1514	0	4	5	2	4	2	0	3	0	1	2	2	1	1	1	2	1	3
OTU_1515	0	4	4	2	2	2	1	2	1	1	1	2	2	1	4	5	1	2
OTU_1516	1	3	3	2	1	2	3	2	1	4	2	0	2	2	0	2	1	0
OTU_1517	0	1	0	0	1	0	8	2	6	1	1	2	1	0	1	2	4	0
OTU_1518	3	0	5	9	1	2	6	2	1	1	1	2	3	2	1	6	2	0
OTU_1519	0	2	1	2	0	1	1	1	4	2	9	4	2	0	3	0	0	2
OTU_152	13	37	15	15	28	42	18	19	24	33	10	13	40	21	74	36	39	29
OTU_1520	1	0	0	1	1	1	3	2	3	1	4	4	1	5	6	1	0	2
OTU_1521	3	2	2	0	5	1	4	4	1	0	1	2	1	2	21	5	6	3
OTU_1522	2	1	0	0	13	2	4	1	2	2	3	4	2	0	3	0	5	6
OTU_1524	5	4	5	0	2	2	2	4	1	1	5	3	2	3	2	1	2	1
OTU_1525	2	3	1	2	8	1	0	1	0	1	0	1	2	4	0	0	0	1
OTU_1527	2	11	2	0	0	2	0	3	0	0	2	0	0	2	1	2	3	1
OTU_1528	1	5	3	1	0	2	3	1	3	0	1	4	1	1	3	1	0	2
OTU_1529	1	3	5	5	2	3	1	0	3	5	10	3	0	4	4	5	3	2
OTU_153	29	29	74	14	13	19	40	32	33	32	33	32	21	39	38	51	17	26
OTU_1530	4	0	1	2	3	2	2	3	1	2	12	6	2	2	1	1	2	1
OTU_1532	2	3	0	1	2	1	4	4	2	2	1	3	2	1	2	0	0	6
OTU_1533	1	1	0	0	0	0	4	0	2	3	1	5	2	4	6	2	4	2
OTU_1534	4	10	7	17	0	6	8	15	9	5	4	9	12	9	6	2	6	3
OTU_1535	5	9	2	4	5	6	12	12	8	4	4	6	3	2	4	3	2	5
OTU_1537	5	2	1	1	1	1	1	0	1	0	1	1	2	0	1	17	2	0
OTU_1538	6	4	0	2	5	7	9	6	7	3	3	6	3	2	7	2	10	9
OTU_1539	4	1	0	0	0	0	3	3	3	5	3	1	2	3	5	4	5	2
OTU_154	28	71	14	40	28	30	26	37	20	34	26	44	47	34	24	50	11	24
OTU_1540	4	3	2	1	2	5	2	5	3	0	0	3	4	1	3	3	5	1
OTU_1541	4	7	3	3	1	0	4	3	0	0	1	5	2	2	1	0	0	2
OTU_1542	3	1	3	1	0	4	1	4	8	4	3	8	4	3	6	2	1	6
OTU_1543	2	3	5	2	1	2	3	2	3	2	2	3	0	2	1	2	1	2
OTU_1544	2	3	2	3	3	2	0	2	3	1	0	1	0	0	3	9	2	1
OTU_1545	2	0	1	3	4	2	2	1	1	2	1	1	1	2	2	2	2	0
OTU_1547	5	5	2	6	2	3	5	8	4	5	8	6	2	4	5	3	2	0
OTU_1548	5	1	8	1	2	1	0	4	3	3	3	5	2	0	1	3	1	2
OTU_1549	6	8	0	0	0	2	4	2	11	3	2	1	1	2	0	2	0	2
OTU_155	31	52	24	10	17	70	9	45	19	28	43	52	6	6	25	68	14	17
OTU_1550	1	2	2	3	2	2	0	1	0	1	3	1	2	1	2	1	3	2
OTU_1551	3	4	1	1	4	5	3	4	3	3	6	2	2	0	6	4	2	6
OTU_1552	1	3	1	2	0	0	2	4	2	1	3	3	0	0	6	2	0	7
OTU_1553	1	0	2	2	2	1	5	3	3	6	3	2	2	0	0	2	2	3
OTU_1554	4	4	1	1	0	1	2	1	4	1	0	6	4	4	6	2	2	1
OTU_1555	2	2	2	1	1	2	0	2	3	2	3	4	2	0	1	1	1	1
OTU_1556	1	3	1	0	0	4	5	1	3	0	1	3	5	0	1	2	5	3
OTU_1557	1	1	0	0	1	0	1	1	1	5	1	3	2	5	2	5	4	4
OTU_156	45	60	52	23	45	63	51	21	20	27	36	39	15	20	26	25	26	29
OTU_1560	1	1	4	1	6	2	4	3	1	0	0	2	3	2	1	4	2	2
OTU_1561	4	6	3	2	2	2	2	3	3	1	1	1	0	3	3	3	0	2
OTU_1562	0	2	3	2	0	1	4	4	0	2	2	5	1	0	2	3	2	1
OTU_1563	0	19	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	1
OTU_1564	0	7	5	5	2	8	10	16	1	3	2	3	2	5	3	2	3	5
OTU_1565	1	2	7	2	2	6	7	2	1	3	4	5	1	2	4	9	3	6
OTU_1566	1	1	2	2	0	0	7	1	4	2	1	0	2	1	2	4	1	0
OTU_1567	2	3	5	8	1	2	9	8	5	7	4	4	2	0	5	2	2	11
OTU_1568	1	3	2	3	1	5	1	3	7	2	3	2	1	1	4	7	2	4
OTU_1569	0	3	3	3	2	3	4	2	2	3	3	3	1	0	4	1	4	4
OTU_157	25	15	75	24	52	20	14	57	16	25	41	16	6	11	13	37	63	31
OTU_1571	2	0	2	1	0	2	4	0	4	5	2	0	4	11	1	2	2	6
OTU_1572	2	1	0	0	1	2	23	4	0	1	0	0	1	0	2	0	0	1
OTU_1573	0	0	0	0	0	0	0	1	0	51	0	0	0	0	0	0	1	0
OTU_1574	4	1	2	4	2	3	13	4	3	5	4	13	12	5	4	4	1	2
OTU_1575	2	0	0	0	1	0	1	0	2	7	4	2	1	0	1	3	1	5
OTU_1576	15	3	15	1	0	2	4	5	5	0	3	4	2	1	0	2	2	5
OTU_1578	4	2	2	0	0	2	2	4	4	0	3	1	0	2	3	2	2	2
OTU_158	36	38	19	67	4	22	29	37	32	19	16	29	27	17	24	28	20	63
OTU_1580	2	0	1	2	2	2	0	6	1	3	3	1	1	0	9	2	0	0
OTU_1581	2	1	0	1	3	2	4	1	2	0	1	2	1	2	1	2	2	2
OTU_1582	1	0	1	3	3	1	2	0	2	2	0	2	0	2	0	0	9	3
OTU_1583	7	1	2	1	1	2	1	2	1	2	2	2	0	2	2	1	2	2
OTU_1585	9	11	4	4	6	12	9	6	8	3	9	8	6	7	7	7	9	2
OTU_1586	11	8	5	2	4	7	7	1	2	5	5	4	4	3	14	10	0	8
OTU_1587	2	2	0	2	1	2	6	5	2	2	3	4	1	1	3	3	2	1
OTU_1588	6	2	2	2	2	1	2	2	2	1	4	2	2	2	2	2	2	1
OTU_1589	3	5	2	2	2	3	2	3	3	1	3	3	2	1	5	2	2	2
OTU_159	50	33	5	10	5	12	29	29	46	43	33	19	30	26	68	43	35	30
OTU_1590	1	2	1	0	2	2	4	4	4	2	5	10	4	5	2	3	3	1
OTU_1592	5	1	1	1	6	4	0	0	1	0	1	6	4	1	2	6	8	4
OTU_1593	4	1	2	2	0	2	6	4	1	1	3	2	2	2	5	2	1	2
OTU_1594	1	3	0	4	0	0	3	1	1	1	7	0	2	0	0	1	3	2
OTU_1595	3	1	2	3	2	4	4	3	3	2	3	4	3	2	0	3	0	2
OTU_1596	2	0	0	2	2	0	1	5	2	2	1	0	0	2	3	4	2	6
OTU_1597	2	1	1	1	0	2	2	4	3	3	5	3	1	4	1	3	2	0
OTU_1599	3	1	2	3	1	2	2	0	2	1	2	3	1	0	5	3	2	2
OTU_16	210	207	401	214	109	175	144	211	510	258	196	161	331	219	196	252	634	283
OTU_160	26	30	13	28	16	54	20	23	29	18	62	26	27	17	10	23	25	14
OTU_1600	2	1	1	4	5	1	2	0	3	1	1	0	4	2	1	6	1	2
OTU_1602	0	4	0	1	0	1	2	2	3	2	3	11	0	0	2	0	1	2
OTU_1604	0	2	0	0	0	0	5	4	1	0	0	1	13	0	0	1	2	0
OTU_1605	0	1	1	0	1	0	1	4	3	1	1	4	2	2	0	2	0	1
OTU_1606	1	2	0	0	0	2	5	3	1	3	2	5	0	0	6	2	1	4
OTU_1607	1	4	0	1	0	0	7	17	4	2	3	2	2	2	8	2	2	1
OTU_1609	0	4	2	4	2	2	0	1	2	2	3	0	1	2	1	2	4	0
OTU_161	4	22	2	6	0	2	14	9	16	301	25	9	23	14	15	66	6	6
OTU_1610	1	5	1	2	0	1	5	4	8	1	0	3	2	3	2	1	1	0
OTU_1611	3	1	2	0	0	2	9	7	9	4	1	4	2	0	1	1	0	3
OTU_1612	3	3	2	2	3	2	6	4	5	4	3	10	2	3	2	4	0	1
OTU_1613	0	0	2	2	0	2	0	2	3	3	2	2	1	2	0	8	0	5
OTU_1614	1	2	0	1	1	5	3	1	2	3	2	2	1	2	1	2	0	0
OTU_1615	0	1	0	0	0	2	1	0	0	0	1	2	6	1	2	12	0	0
OTU_1617	5	2	0	7	4	5	1	0	3	7	1	2	2	2	2	0	0	0
OTU_1618	2	2	2	0	2	2	4	0	1	2	3	4	2	2	2	0	1	0
OTU_1619	2	1	2	5	1	0	1	5	2	2	3	4	2	1	6	1	1	1
OTU_162	39	38	45	41	9	37	58	25	34	33	29	47	23	11	37	14	16	27
OTU_1620	4	3	0	3	2	3	4	5	3	2	9	4	2	11	6	3	4	3
OTU_1621	12	3	3	0	2	2	4	2	6	5	3	8	4	8	5	8	2	2
OTU_1622	2	3	2	0	0	4	4	8	1	3	3	3	0	0	1	2	1	0
OTU_1623	3	1	2	2	1	2	4	2	1	2	2	4	1	2	2	1	1	4
OTU_1624	2	2	2	1	1	1	0	3	1	3	3	4	2	2	4	2	2	0
OTU_1625	5	3	2	2	0	2	5	1	3	4	2	5	2	2	3	2	4	2
OTU_1626	5	8	0	2	0	1	4	8	2	4	2	4	0	2	2	1	2	2
OTU_1628	2	2	0	5	2	7	4	1	0	1	0	1	0	0	1	5	1	2
OTU_1629	2	2	1	2	1	1	2	4	1	3	1	2	2	2	2	0	2	5
OTU_163	23	39	21	25	14	22	38	42	35	33	38	58	41	22	33	27	25	31
OTU_1630	3	3	0	0	1	8	2	4	1	2	3	4	0	0	1	1	0	1
OTU_1632	5	0	2	6	6	2	1	4	0	5	0	4	0	0	0	2	2	3
OTU_1633	4	3	1	2	0	0	4	7	2	5	0	4	2	2	3	1	1	2
OTU_1634	2	3	0	1	0	1	6	4	2	3	3	4	2	1	5	2	1	4
OTU_1635	5	0	3	13	0	2	3	3	0	1	3	0	2	0	2	1	2	0
OTU_1636	1	2	0	1	0	1	3	4	0	0	2	2	1	0	2	0	2	2
OTU_1637	1	0	0	1	2	3	3	5	5	5	3	4	1	2	2	1	4	2
OTU_1638	2	0	1	2	1	23	2	3	2	4	1	3	0	1	2	4	4	0
OTU_1639	2	11	0	0	8	2	2	1	1	0	1	2	0	1	2	0	0	3
OTU_164	37	28	19	15	2	16	73	36	32	30	27	67	29	14	31	11	19	43
OTU_1640	6	5	1	6	1	2	0	0	2	2	0	2	2	8	2	3	7	4
OTU_1641	4	0	1	1	1	2	4	4	3	1	2	2	2	3	2	2	3	1
OTU_1642	1	4	5	3	3	4	4	3	1	2	3	7	1	2	1	2	6	4
OTU_1643	2	2	1	2	3	3	4	1	1	2	4	2	4	2	1	1	1	3
OTU_1644	1	2	0	0	1	0	0	3	2	1	1	0	2	2	2	2	1	5
OTU_1645	2	0	0	0	0	0	1	1	3	1	9	3	1	0	1	2	2	2
OTU_1646	1	3	0	0	0	0	3	3	1	0	1	5	2	0	2	2	2	2
OTU_1647	4	0	2	0	0	4	1	0	3	3	0	5	6	0	0	2	0	2
OTU_1648	1	1	0	1	1	2	1	1	0	2	2	3	1	5	1	2	1	0
OTU_1649	3	5	0	0	1	2	2	0	1	0	1	2	1	2	2	2	2	1
OTU_165	9	104	34	2	1	18	13	2	80	7	1	71	42	14	4	11	0	34
OTU_1651	5	1	0	2	1	0	2	3	3	1	3	1	0	1	0	15	2	4
OTU_1652	3	0	2	1	0	0	8	1	3	1	0	4	3	3	4	2	0	1
OTU_1653	1	1	1	0	0	2	3	5	2	8	1	1	2	1	2	0	4	2
OTU_1654	0	3	2	0	0	3	4	4	2	5	1	1	4	0	6	2	5	7
OTU_1655	1	1	0	5	1	0	4	1	1	2	8	2	4	3	3	2	0	2
OTU_1656	1	2	0	2	0	0	5	2	1	2	0	1	0	2	2	2	1	2
OTU_1657	0	1	0	0	0	1	13	2	0	1	2	2	5	0	1	1	0	0
